Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(486) Mall Sumedang 184,(273) Hotel Cianjur 97,91.6
(200) RS Majalengka 142,(180) Universitas Cimahi 103,124.11
(0) Hotel Sumedang 156,(272) Wisata Garut 170,88.99
(97) Stasiun Majalengka 174,(157) Universitas Soreang 410,55.76
(257) Braga Citywalk,(411) Hotel Purwakarta 451,7.01
(434) Mall Tasikmalaya 293,(5) Hotel Purwakarta 163,26.73
(155) Alun-Alun Bandung 266,(344) Stasiun Kuningan 10,103.9
(366) RS Garut 311,(109) Terminal Cirebon 225,6.56
(85) Alun-Alun Subang 201,(10) RS Lembang 429,121.67
(414) Alun-Alun Cimahi 124,(194) Alun-Alun Cimahi 385,117.06
(133) Terminal Cianjur 391,(314) Alun-Alun Cianjur 31,51.24
(399) RS Purwakarta 75,(139) Terminal Garut 283,138.99
(289) RS Al Islam,(11) Alun-Alun Majalengka 57,115.84
(231) Mall Bandung 408,(337) Hotel Cirebon 158,149.19
(0) Hotel Sumedang 156,(314) Alun-Alun Cianjur 31,66.14
(5) Hotel Purwakarta 163,(114) Alun-Alun Subang 180,25.22
(52) Terminal Indramayu 176,(341) RS Garut 116,52.8
(97) Stasiun Majalengka 174,(192) Wisata Cirebon 2,79.16
(310) Alun-Alun Bandung,(446) Lapangan Tegalega,75.87
(261) Hotel Lembang 247,(209) Stasiun Kuningan 446,147.32
(110) RS Kuningan 14,(494) RS Hermina,26.32
(422) Mall Soreang 153,(205) Alun-Alun Garut 413,82.64
(167) RS Soreang 139,(77) Terminal Leuwipanjang,86.0
(150) Stasiun Cianjur 303,(401) Terminal Purwakarta 346,48.89
(152) Stasiun Bandung,(193) Stasiun Tasikmalaya 376,45.96
(196) Universitas Soreang 86,(384) Alun-Alun Purwakarta 84,127.88
(141) Wisata Sumedang 428,(381) Stasiun Cirebon 358,128.97
(146) Mall Tasikmalaya 68,(399) RS Purwakarta 75,73.44
(296) Hotel Lembang 364,(455) Wisata Sumedang 361,72.6
(210) Bandung Trade Centre,(161) Stasiun Cianjur 63,76.01
(248) Universitas Subang 350,(294) Universitas Bandung 390,147.38
(486) Mall Sumedang 184,(31) Mall Indramayu 422,15.06
(405) Universitas Telkom,(45) Universitas Kuningan 313,105.33
(353) Mall Sumedang 233,(262) Universitas Sumedang 369,86.19
(186) Hotel Subang 54,(461) Terminal Indramayu 35,48.87
(267) Hotel Cirebon 3,(257) Braga Citywalk,7.3
(402) Terminal Bandung 41,(23) Universitas Purwakarta 437,54.53
(382) Terminal Garut 296,(91) Mall Cianjur 289,5.37
(205) Alun-Alun Garut 413,(146) Mall Tasikmalaya 68,146.0
(86) Wisata Tasikmalaya 148,(388) Terminal Tasikmalaya 181,29.88
(241) RS Subang 165,(438) Terminal Purwakarta 308,134.46
(259) Stasiun Majalengka 245,(9) Terminal Subang 155,87.85
(433) RS Cimahi 50,(487) Wisata Indramayu 121,141.53
(142) Universitas Rancaekek 56,(327) Stasiun Cianjur 382,98.4
(6) Wisata Sumedang 379,(123) Mall Bandung 202,11.53
(34) Hotel Lembang 7,(306) Hotel Tasikmalaya 178,75.09
(324) Universitas Kuningan 337,(257) Braga Citywalk,7.21
(298) Alun-Alun Lembang 243,(444) Bandung Electronic Center,19.62
(79) Stasiun Purwakarta 220,(115) RS Indramayu 191,102.37
(437) Universitas Cimahi 12,(384) Alun-Alun Purwakarta 84,60.93
(115) RS Indramayu 191,(71) Museum Asia Afrika,134.2
(372) Universitas Sumedang 434,(92) Alun-Alun Soreang 456,39.56
(402) Terminal Bandung 41,(463) Wisata Purwakarta 52,4.65
(470) Stasiun Lembang 348,(73) Hotel Majalengka 427,124.53
(422) Mall Soreang 153,(21) RS Sumedang 177,79.04
(297) Wisata Soreang 340,(366) RS Garut 311,122.18
(180) Universitas Cimahi 103,(471) Stasiun Bandung 185,6.24
(415) Wisata Subang 306,(168) Mall Subang 316,149.77
(77) Terminal Leuwipanjang,(474) Universitas Cimahi 96,116.24
(476) Stasiun Cimahi 167,(139) Terminal Garut 283,145.47
(459) RS Garut 226,(451) Mall Indramayu 417,43.63
(136) Universitas Soreang 333,(217) Universitas Tasikmalaya 211,82.39
(201) Universitas Purwakarta 406,(73) Hotel Majalengka 427,65.9
(164) RS Tasikmalaya 399,(383) Hotel Majalengka 383,48.7
(189) Alun-Alun Lembang 357,(416) Hotel Purwakarta 257,51.96
(156) Mall Lembang 39,(453) Alun-Alun Indramayu 135,87.57
(242) Terminal Tasikmalaya 280,(391) Hotel Cimahi 374,114.59
(102) RS Bandung 377,(62) Stasiun Indramayu 418,117.98
(110) RS Kuningan 14,(7) RS Kuningan 109,63.3
(265) RS Garut 436,(494) RS Hermina,137.52
(251) Terminal Subang 85,(30) Universitas Tasikmalaya 33,61.91
(444) Bandung Electronic Center,(74) Terminal Soreang 27,34.49
(71) Museum Asia Afrika,(486) Mall Sumedang 184,66.61
(288) Stasiun Kuningan 100,(52) Terminal Indramayu 176,145.13
(127) Wisata Bandung 291,(27) Stasiun Majalengka 355,90.22
(365) Wisata Majalengka 58,(224) Mall Tasikmalaya 38,113.65
(414) Alun-Alun Cimahi 124,(120) Terminal Bandung 368,19.09
(138) Stasiun Soreang 253,(323) Mall Cianjur 270,67.43
(431) RS Bandung 193,(206) Terminal Lembang 129,149.59
(125) RS Rancaekek 310,(466) RS Lembang 94,99.47
(158) Terminal Bandung 141,(78) Hotel Cirebon 11,4.98
(476) Stasiun Cimahi 167,(409) Dago Pakar,56.51
(484) Hotel Cianjur 321,(417) Alun-Alun Subang 375,72.55
(363) Universitas Cirebon 332,(21) RS Sumedang 177,3.27
(91) Mall Cianjur 289,(129) Alun-Alun Garut 26,63.56
(319) Alun-Alun Garut 430,(231) Mall Bandung 408,17.57
(307) Hotel Kuningan 371,(368) Alun-Alun Tasikmalaya 275,92.88
(387) Hotel Cianjur 224,(125) RS Rancaekek 310,122.35
(405) Universitas Telkom,(57) Terminal Lembang 292,34.28
(412) RS Majalengka 227,(13) Kebun Binatang Bandung,88.82
(481) RS Garut 254,(310) Alun-Alun Bandung,127.3
(85) Alun-Alun Subang 201,(15) Alun-Alun Garut 101,19.04
(342) Terminal Kuningan 412,(270) RS Indramayu 43,45.14
(72) Hotel Bandung 152,(442) Stasiun Sumedang 133,61.22
(21) RS Sumedang 177,(292) Hotel Indramayu 251,7.93
(240) Wisata Cianjur 8,(455) Wisata Sumedang 361,35.25
(61) Hotel Majalengka 239,(268) Mall Kuningan 339,122.2
(146) Mall Tasikmalaya 68,(102) RS Bandung 377,69.82
(266) Alun-Alun Bandung 395,(390) Hotel Indramayu 347,40.26
(148) Terminal Majalengka 272,(376) Universitas Soreang 360,35.13
(448) Universitas Cirebon 25,(400) Hotel Garut 244,94.62
(430) RS Garut 363,(191) Hotel Subang 305,100.93
(496) Terminal Garut 334,(93) Alun-Alun Rancaekek 457,147.85
(173) Hotel Bandung 89,(63) Alun-Alun Majalengka 454,17.84
(146) Mall Tasikmalaya 68,(7) RS Kuningan 109,50.9
(205) Alun-Alun Garut 413,(282) Universitas Purwakarta 112,81.1
(499) RS Majalengka 107,(443) RS Tasikmalaya 240,95.13
(463) Wisata Purwakarta 52,(21) RS Sumedang 177,135.73
(360) Terminal Tasikmalaya 449,(208) Wisata Garut 281,28.47
(135) Mall Cianjur 318,(498) RS Bandung 172,130.88
(433) RS Cimahi 50,(373) Wisata Lembang 255,115.36
(45) Universitas Kuningan 313,(449) Wisata Rancaekek 196,84.51
(170) Wisata Sumedang 448,(458) Stasiun Sumedang 188,143.33
(308) Mall Indramayu 164,(444) Bandung Electronic Center,67.55
(13) Kebun Binatang Bandung,(307) Hotel Kuningan 371,104.48
(360) Terminal Tasikmalaya 449,(125) RS Rancaekek 310,36.74
(328) Mall Cimahi 380,(173) Hotel Bandung 89,92.45
(384) Alun-Alun Purwakarta 84,(471) Stasiun Bandung 185,140.29
(213) Universitas Garut 145,(472) Teras Cikapundung,147.48
(216) Terminal Indramayu 426,(366) RS Garut 311,104.38
(16) RS Tasikmalaya 217,(60) RS Rancaekek 30,64.65
(126) Mall Lembang 438,(411) Hotel Purwakarta 451,76.4
(391) Hotel Cimahi 374,(2) Stasiun Soreang 102,14.89
(479) RS Garut 423,(57) Terminal Lembang 292,134.37
(493) Alun-Alun Indramayu 386,(358) Alun-Alun Rancaekek 192,31.49
(403) RS Garut 91,(330) Mall Cirebon 459,81.9
(481) RS Garut 254,(203) Gedung Sate,133.58
(403) RS Garut 91,(330) Mall Cirebon 459,48.32
(131) Stasiun Soreang 200,(336) Wisata Lembang 78,121.19
(311) Hotel Cianjur 36,(205) Alun-Alun Garut 413,64.49
(6) Wisata Sumedang 379,(414) Alun-Alun Cimahi 124,114.71
(219) Stasiun Tasikmalaya 118,(447) Universitas Cimahi 265,75.48
(325) Wisata Cirebon 351,(140) Universitas Soreang 450,21.34
(15) Alun-Alun Garut 101,(268) Mall Kuningan 339,117.87
(114) Alun-Alun Subang 180,(154) Terminal Garut 329,84.44
(469) RS Tasikmalaya 62,(493) Alun-Alun Indramayu 386,78.49
(326) Alun-Alun Rancaekek 297,(221) Terminal Tasikmalaya 143,100.85
(338) Dago Dreampark,(484) Hotel Cianjur 321,88.62
(442) Stasiun Sumedang 133,(157) Universitas Soreang 410,103.9
(156) Mall Lembang 39,(283) Mall Cimahi 300,9.78
(461) Terminal Indramayu 35,(12) Hotel Cimahi 392,36.46
(59) Hotel Sumedang 186,(267) Hotel Cirebon 3,107.81
(352) Mall Soreang 343,(111) Institut Teknologi Bandung,143.86
(38) RS Lembang 441,(302) Universitas Cimahi 147,91.53
(2) Stasiun Soreang 102,(76) Paris Van Java,14.74
(366) RS Garut 311,(273) Hotel Cianjur 97,37.49
(150) Stasiun Cianjur 303,(377) Hotel Sumedang 432,32.88
(459) RS Garut 226,(285) Stasiun Indramayu 157,70.55
(402) Terminal Bandung 41,(125) RS Rancaekek 310,92.89
(240) Wisata Cianjur 8,(399) RS Purwakarta 75,39.35
(253) RS Sumedang 241,(73) Hotel Majalengka 427,76.16
(60) RS Rancaekek 30,(230) Stasiun Cimahi 214,28.4
(473) Stasiun Lembang 81,(498) RS Bandung 172,137.63
(390) Hotel Indramayu 347,(394) Universitas Majalengka 150,53.12
(430) RS Garut 363,(108) Saung Angklung Udjo,124.14
(445) Wisata Soreang 319,(183) Alun-Alun Bandung 127,91.51
(80) Mall Tasikmalaya 67,(397) Terminal Indramayu 249,90.39
(55) RS Soreang 111,(349) Wisata Bandung 29,79.0
(74) Terminal Soreang 27,(64) Alun-Alun Indramayu 72,130.39
(203) Gedung Sate,(44) Mall Subang 398,99.46
(14) Masjid Raya Bandung,(148) Terminal Majalengka 272,128.22
(189) Alun-Alun Lembang 357,(180) Universitas Cimahi 103,14.75
(375) Mall Purwakarta 331,(253) RS Sumedang 241,85.75
(229) Mall Cimahi 47,(241) RS Subang 165,61.13
(288) Stasiun Kuningan 100,(44) Mall Subang 398,134.55
(345) Mall Rancaekek 104,(454) Terminal Bandung 216,3.43
(412) RS Majalengka 227,(437) Universitas Cimahi 12,63.85
(82) Terminal Lembang 278,(330) Mall Cirebon 459,41.27
(445) Wisata Soreang 319,(93) Alun-Alun Rancaekek 457,27.59
(383) Hotel Majalengka 383,(482) Wisata Tasikmalaya 6,73.71
(43) Mall Bandung 330,(201) Universitas Purwakarta 406,107.22
(238) Wisata Majalengka 138,(19) RS Subang 28,142.01
(300) Mall Rancaekek 246,(153) Terminal Rancaekek 327,107.57
(0) Hotel Sumedang 156,(441) Universitas Cimahi 349,134.45
(281) Stasiun Kuningan 381,(315) Hotel Rancaekek 273,129.5
(126) Mall Lembang 438,(493) Alun-Alun Indramayu 386,78.37
(115) RS Indramayu 191,(49) Hotel Kuningan 105,28.78
(245) Wisata Tasikmalaya 282,(396) RS Lembang 132,121.56
(325) Wisata Cirebon 351,(415) Wisata Subang 306,67.62
(31) Mall Indramayu 422,(28) Summarecon Mall Bandung,72.35
(262) Universitas Sumedang 369,(22) RS Santo Borromeus,51.62
(351) Wisata Lembang 261,(473) Stasiun Lembang 81,98.59
(261) Hotel Lembang 247,(71) Museum Asia Afrika,141.99
(308) Mall Indramayu 164,(463) Wisata Purwakarta 52,80.92
(335) Hotel Tasikmalaya 263,(138) Stasiun Soreang 253,6.16
(76) Paris Van Java,(206) Terminal Lembang 129,80.04
(481) RS Garut 254,(389) Alun-Alun Rancaekek 131,125.74
(268) Mall Kuningan 339,(90) Terminal Purwakarta 79,131.94
(487) Wisata Indramayu 121,(4) Stasiun Subang 125,81.53
(155) Alun-Alun Bandung 266,(220) RS Santosa Bandung,104.09
(3) Stasiun Kuningan 336,(311) Hotel Cianjur 36,39.5
(314) Alun-Alun Cianjur 31,(355) RS Hasan Sadikin,131.0
(310) Alun-Alun Bandung,(175) Mall Bandung 345,44.3
(104) Universitas Lembang 294,(287) Alun-Alun Kuningan 83,90.53
(236) Terminal Lembang 173,(469) RS Tasikmalaya 62,17.44
(180) Universitas Cimahi 103,(315) Hotel Rancaekek 273,101.63
(471) Stasiun Bandung 185,(363) Universitas Cirebon 332,66.94
(344) Stasiun Kuningan 10,(448) Universitas Cirebon 25,102.02
(110) RS Kuningan 14,(96) RS Bandung 407,139.48
(100) Hotel Subang 396,(211) Hotel Rancaekek 55,108.22
(376) Universitas Soreang 360,(83) Mall Tasikmalaya 95,133.81
(212) Stasiun Lembang 344,(53) Hotel Cimahi 154,55.77
(468) Metro Indah Mall,(422) Mall Soreang 153,42.72
(193) Stasiun Tasikmalaya 376,(173) Hotel Bandung 89,104.6
(104) Universitas Lembang 294,(79) Stasiun Purwakarta 220,146.51
(325) Wisata Cirebon 351,(80) Mall Tasikmalaya 67,110.89
(243) Terminal Cianjur 452,(458) Stasiun Sumedang 188,20.51
(196) Universitas Soreang 86,(182) Universitas Cimahi 354,111.3
(199) Universitas Kuningan 1,(171) Alun-Alun Tasikmalaya 325,62.79
(98) Terminal Sumedang 18,(100) Hotel Subang 396,8.65
(488) Alun-Alun Lembang 400,(227) Mall Purwakarta 204,91.36
(188) Terminal Soreang 322,(387) Hotel Cianjur 224,90.0
(340) Stasiun Tasikmalaya 370,(237) Alun-Alun Sumedang 123,81.68
(456) Mall Cirebon 320,(75) Alun-Alun Bandung 119,138.76
(226) Alun-Alun Majalengka 61,(478) RS Lembang 256,1.37
(385) Wisata Lembang 114,(368) Alun-Alun Tasikmalaya 275,126.98
(166) Wisata Soreang 415,(455) Wisata Sumedang 361,97.43
(114) Alun-Alun Subang 180,(244) Mall Bandung 353,2.19
(488) Alun-Alun Lembang 400,(196) Universitas Soreang 86,103.32
(83) Mall Tasikmalaya 95,(63) Alun-Alun Majalengka 454,91.14
(460) Universitas Soreang 367,(433) RS Cimahi 50,57.38
(332) Universitas Kuningan 122,(100) Hotel Subang 396,145.0
(110) RS Kuningan 14,(167) RS Soreang 139,125.49
(291) Alun-Alun Tasikmalaya 37,(12) Hotel Cimahi 392,110.61
(473) Stasiun Lembang 81,(381) Stasiun Cirebon 358,40.17
(147) Alun-Alun Kuningan 23,(387) Hotel Cianjur 224,57.14
(264) Hotel Cirebon 236,(400) Hotel Garut 244,22.29
(215) Universitas Purwakarta 279,(234) Trans Studio Bandung,11.58
(392) Stasiun Cianjur 425,(484) Hotel Cianjur 321,109.91
(86) Wisata Tasikmalaya 148,(291) Alun-Alun Tasikmalaya 37,80.9
(120) Terminal Bandung 368,(111) Institut Teknologi Bandung,39.67
(17) Mall Kuningan 362,(112) Wisata Cirebon 76,132.48
(445) Wisata Soreang 319,(433) RS Cimahi 50,14.34
(113) Universitas Bandung 372,(145) RS Garut 431,39.44
(215) Universitas Purwakarta 279,(187) Terminal Garut 341,127.52
(83) Mall Tasikmalaya 95,(40) Terminal Rancaekek 32,118.33
(495) Alun-Alun Kuningan 314,(71) Museum Asia Afrika,58.86
(326) Alun-Alun Rancaekek 297,(452) RS Tasikmalaya 433,32.66
(108) Saung Angklung Udjo,(168) Mall Subang 316,46.82
(244) Mall Bandung 353,(83) Mall Tasikmalaya 95,118.59
(206) Terminal Lembang 129,(417) Alun-Alun Subang 375,16.82
(202) Mall Indramayu 146,(287) Alun-Alun Kuningan 83,17.2
(161) Stasiun Cianjur 63,(375) Mall Purwakarta 331,67.49
(424) Hotel Garut 237,(176) Festival Citylink,130.61
(233) Mall Rancaekek 324,(459) RS Garut 226,144.71
(95) Wisata Rancaekek 213,(109) Terminal Cirebon 225,101.45
(399) RS Purwakarta 75,(364) Alun-Alun Cianjur 301,1.53
(320) Terminal Bandung 175,(265) RS Garut 436,16.12
(38) RS Lembang 441,(77) Terminal Leuwipanjang,7.85
(314) Alun-Alun Cianjur 31,(2) Stasiun Soreang 102,61.05
(327) Stasiun Cianjur 382,(465) Universitas Cimahi 49,38.02
(174) Wisata Majalengka 302,(401) Terminal Purwakarta 346,77.19
(181) Alun-Alun Cimahi 206,(394) Universitas Majalengka 150,10.61
(206) Terminal Lembang 129,(343) Hotel Garut 335,146.48
(474) Universitas Cimahi 96,(246) Mall Cimahi 17,15.33
(407) Terminal Majalengka 271,(382) Terminal Garut 296,68.83
(372) Universitas Sumedang 434,(34) Hotel Lembang 7,82.01
(36) Wisata Bandung 404,(151) Wisata Soreang 447,21.78
(151) Wisata Soreang 447,(212) Stasiun Lembang 344,56.22
(492) Mall Lembang 290,(471) Stasiun Bandung 185,139.84
(362) Universitas Padjadjaran,(378) Hotel Bandung 444,47.74
(304) Kiara Artha Park,(295) Mall Indramayu 445,112.53
(78) Hotel Cirebon 11,(175) Mall Bandung 345,1.8
(112) Wisata Cirebon 76,(256) Terminal Purwakarta 203,26.16
(40) Terminal Rancaekek 32,(473) Stasiun Lembang 81,149.02
(436) Terminal Lembang 259,(478) RS Lembang 256,70.68
(499) RS Majalengka 107,(42) Mall Cianjur 389,14.47
(2) Stasiun Soreang 102,(86) Wisata Tasikmalaya 148,83.37
(199) Universitas Kuningan 1,(354) Terminal Cicaheum,79.37
(224) Mall Tasikmalaya 38,(27) Stasiun Majalengka 355,13.02
(353) Mall Sumedang 233,(144) Tahura Djuanda,83.04
(87) Babakan Siliwangi,(128) Wisata Majalengka 162,133.48
(432) Stasiun Lembang 424,(351) Wisata Lembang 261,12.07
(81) Terminal Cirebon 182,(400) Hotel Garut 244,70.96
(164) RS Tasikmalaya 399,(161) Stasiun Cianjur 63,124.43
(479) RS Garut 423,(294) Universitas Bandung 390,7.98
(466) RS Lembang 94,(1) Universitas Rancaekek 20,113.67
(377) Hotel Sumedang 432,(321) Museum Geologi,84.17
(105) Hotel Sumedang 228,(461) Terminal Indramayu 35,16.38
(134) Hotel Rancaekek 442,(295) Mall Indramayu 445,8.75
(328) Mall Cimahi 380,(192) Wisata Cirebon 2,18.74
(386) Bandung Indah Plaza,(181) Alun-Alun Cimahi 206,34.19
(495) Alun-Alun Kuningan 314,(457) Hotel Kuningan 183,49.26
(26) Paskal Hyper Square,(235) Wisata Lembang 264,140.1
(5) Hotel Purwakarta 163,(67) Mall Majalengka 179,32.43
(10) RS Lembang 429,(76) Paris Van Java,54.19
(10) RS Lembang 429,(149) Terminal Garut 168,20.56
(7) RS Kuningan 109,(190) Universitas Cimahi 169,94.36
(281) Stasiun Kuningan 381,(80) Mall Tasikmalaya 67,73.22
(190) Universitas Cimahi 169,(273) Hotel Cianjur 97,141.04
(133) Terminal Cianjur 391,(473) Stasiun Lembang 81,136.11
(200) RS Majalengka 142,(158) Terminal Bandung 141,49.96
(443) RS Tasikmalaya 240,(212) Stasiun Lembang 344,57.67
(81) Terminal Cirebon 182,(79) Stasiun Purwakarta 220,121.31
(216) Terminal Indramayu 426,(264) Hotel Cirebon 236,60.88
(2) Stasiun Soreang 102,(225) Hotel Kuningan 144,148.09
(230) Stasiun Cimahi 214,(65) Terminal Rancaekek 287,58.88
(264) Hotel Cirebon 236,(241) RS Subang 165,58.8
(384) Alun-Alun Purwakarta 84,(239) Terminal Tasikmalaya 405,97.83
(47) Stasiun Kuningan 128,(81) Terminal Cirebon 182,19.95
(152) Stasiun Bandung,(57) Terminal Lembang 292,14.24
(90) Terminal Purwakarta 79,(252) Cihampelas Walk,93.81
(247) Stasiun Cimahi 210,(332) Universitas Kuningan 122,87.96
(217) Universitas Tasikmalaya 211,(144) Tahura Djuanda,104.7
(196) Universitas Soreang 86,(154) Terminal Garut 329,137.73
(374) Alun-Alun Soreang 252,(398) Wisata Tasikmalaya 137,7.25
(13) Kebun Binatang Bandung,(119) Hotel Bandung 45,37.45
(316) Terminal Cimahi 230,(106) Wisata Sumedang 73,108.7
(248) Universitas Subang 350,(463) Wisata Purwakarta 52,48.76
(162) Terminal Cimahi 197,(100) Hotel Subang 396,127.56
(257) Braga Citywalk,(70) Mall Rancaekek 312,121.28
(386) Bandung Indah Plaza,(349) Wisata Bandung 29,7.18
(341) RS Garut 116,(424) Hotel Garut 237,125.32
(280) Stasiun Rancaekek 393,(317) RS Kuningan 221,49.53
(484) Hotel Cianjur 321,(254) Wisata Cirebon 394,82.48
(222) Stasiun Purwakarta 40,(460) Universitas Soreang 367,97.23
(84) Mall Subang 187,(259) Stasiun Majalengka 245,120.09
(276) Alun-Alun Garut 126,(117) Hotel Kuningan 285,37.27
(313) Hotel Kuningan 59,(467) Alun-Alun Indramayu 117,109.46
(356) RS Rancaekek 416,(295) Mall Indramayu 445,1.62
(33) Stasiun Kuningan 69,(97) Stasiun Majalengka 174,29.29
(192) Wisata Cirebon 2,(253) RS Sumedang 241,19.35
(188) Terminal Soreang 322,(35) Alun-Alun Tasikmalaya 421,131.16
(334) Wisata Cianjur 274,(142) Universitas Rancaekek 56,74.47
(236) Terminal Lembang 173,(102) RS Bandung 377,87.35
(301) Kings Shopping Center,(475) RS Cianjur 77,111.44
(275) Wisata Sumedang 82,(209) Stasiun Kuningan 446,115.02
(362) Universitas Padjadjaran,(46) Terminal Majalengka 66,128.07
(70) Mall Rancaekek 312,(223) RS Lembang 199,66.96
(46) Terminal Majalengka 66,(262) Universitas Sumedang 369,67.45
(292) Hotel Indramayu 251,(409) Dago Pakar,79.55
(319) Alun-Alun Garut 430,(430) RS Garut 363,81.16
(289) RS Al Islam,(135) Mall Cianjur 318,113.89
(196) Universitas Soreang 86,(393) Stasiun Rancaekek 90,142.28
(409) Dago Pakar,(218) RS Lembang 359,14.25
(326) Alun-Alun Rancaekek 297,(313) Hotel Kuningan 59,40.0
(399) RS Purwakarta 75,(217) Universitas Tasikmalaya 211,139.39
(369) Wisata Cirebon 140,(251) Terminal Subang 85,14.8
(451) Mall Indramayu 417,(12) Hotel Cimahi 392,134.46
(155) Alun-Alun Bandung 266,(345) Mall Rancaekek 104,79.51
(438) Terminal Purwakarta 308,(147) Alun-Alun Kuningan 23,133.1
(362) Universitas Padjadjaran,(47) Stasiun Kuningan 128,67.92
(339) Universitas Majalengka 149,(216) Terminal Indramayu 426,9.46
(224) Mall Tasikmalaya 38,(443) RS Tasikmalaya 240,45.95
(480) Terminal Soreang 402,(124) Hotel Bandung 166,27.03
(348) Stasiun Soreang 223,(298) Alun-Alun Lembang 243,73.86
(145) RS Garut 431,(193) Stasiun Tasikmalaya 376,105.71
(371) Alun-Alun Lembang 295,(383) Hotel Majalengka 383,11.39
(466) RS Lembang 94,(209) Stasiun Kuningan 446,45.08
(441) Universitas Cimahi 349,(115) RS Indramayu 191,146.44
(341) RS Garut 116,(104) Universitas Lembang 294,122.14
(187) Terminal Garut 341,(14) Masjid Raya Bandung,72.61
(36) Wisata Bandung 404,(14) Masjid Raya Bandung,142.85
(462) Universitas Bandung 207,(279) Terminal Garut 209,143.13
(163) Hotel Cianjur 338,(392) Stasiun Cianjur 425,142.41
(347) Hotel Bandung 34,(377) Hotel Sumedang 432,50.68
(387) Hotel Cianjur 224,(106) Wisata Sumedang 73,94.59
(436) Terminal Lembang 259,(269) Wisata Cirebon 453,29.58
(480) Terminal Soreang 402,(483) Hotel Majalengka 388,101.84
(386) Bandung Indah Plaza,(31) Mall Indramayu 422,28.77
(382) Terminal Garut 296,(124) Hotel Bandung 166,142.58
(264) Hotel Cirebon 236,(226) Alun-Alun Majalengka 61,81.12
(148) Terminal Majalengka 272,(287) Alun-Alun Kuningan 83,47.06
(18) Alun-Alun Purwakarta 315,(380) Hotel Purwakarta 317,91.23
(105) Hotel Sumedang 228,(188) Terminal Soreang 322,29.42
(429) Terminal Cianjur 19,(239) Terminal Tasikmalaya 405,107.02
(410) Hotel Kuningan 304,(132) Wisata Tasikmalaya 92,49.76
(141) Wisata Sumedang 428,(344) Stasiun Kuningan 10,70.89
(160) Universitas Cimahi 110,(482) Wisata Tasikmalaya 6,149.7
(364) Alun-Alun Cianjur 301,(150) Stasiun Cianjur 303,52.42
(40) Terminal Rancaekek 32,(312) Mall Indramayu 234,141.55
(277) Terminal Lembang 108,(103) Wisata Rancaekek 120,117.44
(440) Stasiun Bandung 366,(386) Bandung Indah Plaza,129.25
(307) Hotel Kuningan 371,(210) Bandung Trade Centre,41.44
(193) Stasiun Tasikmalaya 376,(364) Alun-Alun Cianjur 301,51.87
(209) Stasiun Kuningan 446,(211) Hotel Rancaekek 55,97.11
(179) RS Tasikmalaya 208,(326) Alun-Alun Rancaekek 297,37.01
(138) Stasiun Soreang 253,(167) RS Soreang 139,71.35
(19) RS Subang 28,(164) RS Tasikmalaya 399,21.88
(32) RS Majalengka 269,(469) RS Tasikmalaya 62,147.03
(187) Terminal Garut 341,(348) Stasiun Soreang 223,10.91
(201) Universitas Purwakarta 406,(150) Stasiun Cianjur 303,77.56
(327) Stasiun Cianjur 382,(258) Mall Purwakarta 262,121.92
(377) Hotel Sumedang 432,(162) Terminal Cimahi 197,34.9
(291) Alun-Alun Tasikmalaya 37,(208) Wisata Garut 281,9.76
(72) Hotel Bandung 152,(205) Alun-Alun Garut 413,80.56
(132) Wisata Tasikmalaya 92,(289) RS Al Islam,51.63
(9) Terminal Subang 155,(479) RS Garut 423,106.2
(410) Hotel Kuningan 304,(18) Alun-Alun Purwakarta 315,39.43
(173) Hotel Bandung 89,(476) Stasiun Cimahi 167,84.5
(48) Mall Soreang 299,(291) Alun-Alun Tasikmalaya 37,15.24
(409) Dago Pakar,(245) Wisata Tasikmalaya 282,125.59
(273) Hotel Cianjur 97,(77) Terminal Leuwipanjang,129.82
(419) Alun-Alun Garut 195,(289) RS Al Islam,93.81
(475) RS Cianjur 77,(354) Terminal Cicaheum,81.91
(283) Mall Cimahi 300,(377) Hotel Sumedang 432,44.97
(423) Terminal Cianjur 80,(83) Mall Tasikmalaya 95,21.42
(163) Hotel Cianjur 338,(371) Alun-Alun Lembang 295,101.86
(78) Hotel Cirebon 11,(268) Mall Kuningan 339,28.03
(104) Universitas Lembang 294,(34) Hotel Lembang 7,21.67
(286) Stasiun Cimahi 378,(477) Terminal Majalengka 15,22.7
(418) RS Rancaekek 411,(112) Wisata Cirebon 76,111.63
(284) GBLA Stadium,(6) Wisata Sumedang 379,91.29
(377) Hotel Sumedang 432,(460) Universitas Soreang 367,131.14
(355) RS Hasan Sadikin,(267) Hotel Cirebon 3,142.67
(415) Wisata Subang 306,(449) Wisata Rancaekek 196,6.36
(334) Wisata Cianjur 274,(421) Universitas Majalengka 99,109.83
(117) Hotel Kuningan 285,(37) Stasiun Kiaracondong,32.61
(393) Stasiun Rancaekek 90,(488) Alun-Alun Lembang 400,4.69
(213) Universitas Garut 145,(434) Mall Tasikmalaya 293,68.9
(131) Stasiun Soreang 200,(90) Terminal Purwakarta 79,74.77
(85) Alun-Alun Subang 201,(284) GBLA Stadium,15.17
(367) Alun-Alun Majalengka 458,(101) Alun-Alun Majalengka 307,100.03
(297) Wisata Soreang 340,(245) Wisata Tasikmalaya 282,106.21
(124) Hotel Bandung 166,(42) Mall Cianjur 389,143.07
